Date, Open, High, Low, Close
01/21/20, 14126.12, 14153.02, 14102.40, 14109.98
01/17/20, 14168.14, 14183.26, 14156.40, 14183.20
01/16/20, 14103.53, 14142.31, 14094.88, 14141.78
01/15/20, 14022.30, 14089.94, 14021.18, 14053.23
01/14/20, 14024.23, 14068.58, 14005.63, 14037.13
01/13/20, 13980.47, 14042.65, 13963.87, 14042.65
01/10/20, 14018.12, 14021.65, 13941.52, 13957.97
01/09/20, 13974.07, 14004.42, 13960.17, 13997.65
01/08/20, 13897.01, 13986.69, 13896.59, 13934.44
01/07/20, 13911.19, 13923.51, 13880.53, 13898.45
01/06/20, 13856.72, 13943.30, 13852.73, 13941.80
01/03/20, 13877.48, 13950.73, 13870.74, 13917.05
01/02/20, 13975.65, 14003.39, 13927.55, 14002.49
