Date,Open,High,Low,Close,Ticker,Pct_Change_Close
2020-04-01,2498.08,2522.75,2447.49,2470.5,SPX,-0.0441
2020-04-02,2458.54,2533.22,2455.79,2526.9,SPX,0.0228
2020-04-03,2514.92,2538.18,2459.96,2488.65,SPX,-0.0151
2020-04-06,2578.28,2676.85,2574.57,2663.68,SPX,0.0703
2020-04-07,2738.65,2756.89,2657.67,2659.41,SPX,-0.0016
2020-04-08,2685.0,2760.75,2663.3,2749.98,SPX,0.0341
2020-04-09,2776.99,2818.57,2762.36,2789.82,SPX,0.0145
2020-04-13,2782.46,2782.46,2721.17,2761.63,SPX,-0.0101
2020-04-14,2805.1,2851.85,2805.1,2846.06,SPX,0.0306
2020-04-15,2795.64,2801.88,2761.54,2783.36,SPX,-0.022
2020-04-16,2799.34,2806.51,2764.32,2799.55,SPX,0.0058
2020-04-17,2842.43,2879.22,2830.88,2874.56,SPX,0.0268
2020-04-20,2845.62,2868.98,2820.43,2823.16,SPX,-0.0179
2020-04-21,2784.81,2785.54,2727.1,2736.56,SPX,-0.0307
2020-04-22,2787.89,2815.1,2775.95,2799.31,SPX,0.0229
2020-04-23,2810.42,2844.9,2794.26,2797.8,SPX,-0.0005
2020-04-24,2812.64,2842.71,2791.76,2836.74,SPX,0.0139
2020-04-27,2854.65,2887.72,2852.89,2878.48,SPX,0.0147
2020-04-28,2909.96,2921.15,2860.71,2863.39,SPX,-0.0052
2020-04-29,2918.46,2954.86,2912.16,2939.51,SPX,0.0266
2020-04-30,2930.91,2930.91,2892.47,2912.43,SPX,-0.0092
2020-05-01,2869.09,2869.09,2821.61,2830.71,SPX,-0.0281
2020-05-04,2815.01,2844.24,2797.85,2842.74,SPX,0.0042
2020-05-05,2868.88,2898.23,2863.55,2868.44,SPX,0.009
2020-05-06,2883.14,2891.11,2847.65,2848.42,SPX,-0.007
2020-05-07,2878.26,2901.92,2876.48,2881.19,SPX,0.0115
2020-05-08,2908.83,2932.16,2902.88,2929.8,SPX,0.0169
2020-05-11,2915.46,2944.25,2903.44,2930.32,SPX,0.0002
2020-05-12,2939.5,2945.82,2869.59,2870.12,SPX,-0.0205
2020-05-13,2865.86,2874.14,2793.15,2820.0,SPX,-0.0175
2020-05-14,2794.54,2852.8,2766.64,2852.5,SPX,0.0115
2020-05-15,2829.95,2865.01,2816.78,2863.7,SPX,0.0039
2020-05-18,2913.86,2968.09,2913.86,2953.91,SPX,0.0315
2020-05-19,2948.59,2964.21,2922.35,2922.94,SPX,-0.0105
2020-05-20,2953.63,2980.29,2953.63,2971.61,SPX,0.0167
2020-05-21,2969.95,2978.5,2938.57,2948.51,SPX,-0.0078
2020-05-22,2948.05,2956.76,2933.59,2955.45,SPX,0.0024
2020-05-26,3004.08,3021.72,2988.17,2991.77,SPX,0.0123
2020-05-27,3015.65,3036.25,2969.75,3036.13,SPX,0.0148
2020-05-28,3046.61,3068.67,3023.4,3029.73,SPX,-0.0021
2020-05-29,3025.17,3049.17,2998.61,3044.31,SPX,0.0048
2020-06-01,3038.78,3062.18,3031.54,3055.73,SPX,0.0038
2020-06-02,3064.78,3081.07,3051.64,3080.82,SPX,0.0082
2020-06-03,3098.9,3130.94,3098.9,3122.87,SPX,0.0136
2020-06-04,3111.56,3128.91,3090.41,3112.35,SPX,-0.0034
2020-06-05,3163.84,3211.72,3163.84,3193.93,SPX,0.0262
2020-06-08,3199.92,3233.13,3196.0,3232.39,SPX,0.012
2020-06-09,3213.32,3222.71,3193.11,3207.18,SPX,-0.0078
2020-06-10,3213.42,3223.27,3181.49,3190.14,SPX,-0.0053
2020-06-11,3123.53,3123.53,2999.49,3002.1,SPX,-0.0589
2020-06-12,3071.04,3088.42,2984.47,3041.31,SPX,0.0131
2020-06-15,2993.76,3079.76,2965.66,3066.59,SPX,0.0083
2020-06-16,3131.0,3153.45,3076.06,3124.74,SPX,0.019
2020-06-17,3136.13,3141.16,3108.03,3113.49,SPX,-0.0036
2020-06-18,3101.64,3120.0,3093.51,3115.34,SPX,0.0006
2020-06-19,3140.29,3155.53,3083.11,3097.74,SPX,-0.0056
2020-06-22,3094.42,3120.92,3079.39,3117.86,SPX,0.0065
2020-06-23,3138.7,3154.9,3127.12,3131.29,SPX,0.0043
2020-06-24,3114.4,3115.01,3032.13,3050.33,SPX,-0.0259
2020-06-25,3046.6,3086.25,3024.01,3083.76,SPX,0.011
2020-06-26,3073.2,3073.73,3004.63,3009.05,SPX,-0.0242
2020-06-29,3018.59,3053.89,2999.74,3053.24,SPX,0.0147
2020-06-30,3050.2,3111.51,3047.83,3100.29,SPX,0.0154
2020-07-01,3105.92,3128.44,3101.17,3115.86,SPX,0.005
2020-07-02,3143.64,3165.81,3124.52,3130.01,SPX,0.0045
2020-07-06,3155.29,3182.59,3155.29,3179.72,SPX,0.0159
2020-07-07,3166.44,3184.15,3142.93,3145.32,SPX,-0.0108
2020-07-08,3153.07,3171.8,3136.53,3169.94,SPX,0.0078
2020-07-09,3176.17,3179.78,3115.7,3152.05,SPX,-0.0056
2020-07-10,3152.47,3186.82,3136.22,3185.04,SPX,0.0105
2020-07-13,3205.08,3235.32,3149.43,3155.22,SPX,-0.0094
2020-07-14,3141.11,3200.95,3127.66,3197.52,SPX,0.0134
2020-07-15,3225.98,3238.28,3200.76,3226.56,SPX,0.0091
2020-07-16,3208.36,3220.39,3198.59,3215.57,SPX,-0.0034
2020-07-17,3224.21,3233.52,3205.65,3224.73,SPX,0.0028
2020-07-20,3224.29,3258.61,3215.16,3251.84,SPX,0.0084
2020-07-21,3268.52,3277.29,3247.77,3257.3,SPX,0.0017
2020-07-22,3254.86,3279.32,3253.1,3276.02,SPX,0.0057
2020-07-23,3271.64,3279.99,3222.66,3235.66,SPX,-0.0123
2020-07-24,3218.58,3227.26,3200.05,3215.63,SPX,-0.0062
2020-07-27,3219.84,3241.43,3214.25,3239.41,SPX,0.0074
2020-07-28,3234.27,3243.72,3216.17,3218.44,SPX,-0.0065
2020-07-29,3227.22,3264.74,3227.22,3258.44,SPX,0.0124
2020-07-30,3231.76,3250.92,3204.13,3246.22,SPX,-0.0038
2020-07-31,3270.45,3272.17,3220.26,3271.12,SPX,0.0077
2020-01-02,13975.65,14003.39,13927.55,14002.49,NYA,
2020-01-03,13877.48,13950.73,13870.74,13917.05,NYA,-0.0061
2020-01-06,13856.72,13943.3,13852.73,13941.8,NYA,0.0018
2020-01-07,13911.19,13923.51,13880.53,13898.45,NYA,-0.0031
2020-01-08,13897.01,13986.69,13896.59,13934.44,NYA,0.0026
2020-01-09,13974.07,14004.42,13960.17,13997.65,NYA,0.0045
2020-01-10,14018.12,14021.65,13941.52,13957.97,NYA,-0.0028
2020-01-13,13980.47,14042.65,13963.87,14042.65,NYA,0.0061
2020-01-14,14024.23,14068.58,14005.63,14037.13,NYA,-0.0004
2020-01-15,14022.3,14089.94,14021.18,14053.23,NYA,0.0011
2020-01-16,14103.53,14142.31,14094.88,14141.78,NYA,0.0063
2020-01-17,14168.14,14183.26,14156.4,14183.2,NYA,0.0029
2020-01-21,14126.12,14153.02,14102.4,14109.98,NYA,-0.0052
2020-01-22,14147.89,14168.2,14104.06,14110.23,NYA,0.0
2020-01-23,14064.28,14109.59,14003.28,14102.04,NYA,-0.0006
2020-01-24,14120.02,14120.02,13920.57,13978.47,NYA,-0.0088
2020-01-27,13746.64,13826.43,13742.01,13769.6,NYA,-0.0149
2020-01-28,13812.66,13913.59,13798.34,13877.6,NYA,0.0078
2020-01-29,13912.79,13922.44,13843.79,13843.81,NYA,-0.0024
2020-01-30,13745.2,13869.64,13699.81,13861.92,NYA,0.0013
2020-01-31,13783.81,13788.23,13573.03,13614.1,NYA,-0.0179
2020-02-03,13655.89,13765.33,13655.89,13677.92,NYA,0.0047
2020-02-04,13826.1,13920.63,13826.09,13862.84,NYA,0.0135
2020-02-05,13964.0,14029.91,13947.59,14024.86,NYA,0.0117
2020-02-06,14066.9,14069.33,14023.48,14034.95,NYA,0.0007
2020-02-07,13987.51,13987.51,13912.04,13931.93,NYA,-0.0073
2020-02-10,13904.02,13984.55,13899.53,13984.48,NYA,0.0038
2020-02-11,14051.86,14100.27,14039.0,14054.08,NYA,0.005
2020-02-12,14117.83,14148.24,14108.52,14136.98,NYA,0.0059
2020-02-13,14069.25,14132.88,14049.13,14099.03,NYA,-0.0027
2020-02-14,14104.77,14110.19,14046.6,14097.34,NYA,-0.0001
2020-02-18,14047.91,14072.69,13990.7,14039.02,NYA,-0.0041
2020-02-19,14077.51,14115.95,14066.25,14087.13,NYA,0.0034
2020-02-20,14061.04,14104.91,13955.75,14061.48,NYA,-0.0018
2020-02-21,14014.63,14014.63,13931.13,13975.78,NYA,-0.0061
2020-02-24,13654.0,13654.0,13493.68,13534.12,NYA,-0.0316
2020-02-25,13570.21,13582.74,13110.09,13143.73,NYA,-0.0288
2020-02-26,13194.31,13323.34,13041.94,13046.62,NYA,-0.0074
2020-02-27,12841.4,12977.18,12544.99,12547.25,NYA,-0.0383
2020-02-28,12195.81,12383.43,12024.45,12380.97,NYA,-0.0133
2020-03-02,12441.43,12830.13,12316.18,12827.99,NYA,0.0361
2020-03-03,12845.06,13015.66,12432.52,12542.74,NYA,-0.0222
2020-03-04,12696.61,13011.45,12673.9,13009.96,NYA,0.0373
2020-03-05,12740.86,12786.65,12489.77,12593.03,NYA,-0.032
2020-03-06,12287.42,12393.37,12106.74,12352.03,NYA,-0.0191
2020-03-09,11748.61,11748.61,11240.77,11298.43,NYA,-0.0853
2020-03-10,11635.22,11794.0,11246.52,11793.27,NYA,0.0438
2020-03-11,11523.94,11523.94,11053.78,11177.28,NYA,-0.0522
2020-03-12,10466.7,10646.91,10054.47,10060.77,NYA,-0.0999
2020-03-13,10445.44,10851.98,10060.35,10851.98,NYA,0.0786
2020-03-16,10413.7,10413.7,9559.23,9567.53,NYA,-0.1184
2020-03-17,9726.18,10154.16,9484.65,10063.36,NYA,0.0518
2020-03-18,9562.49,9666.57,8953.6,9384.6,NYA,-0.0674
2020-03-19,9313.76,9622.21,9048.36,9461.31,NYA,0.0082
2020-03-20,9577.9,9676.94,9108.15,9133.16,NYA,-0.0347
2020-03-23,9014.58,9053.49,8664.94,8777.38,NYA,-0.039
2020-03-24,9276.64,9672.01,9276.64,9658.32,NYA,0.1004
2020-03-25,9749.8,10303.9,9591.74,9961.39,NYA,0.0314
2020-03-26,10060.49,10556.9,10060.48,10536.28,NYA,0.0577
2020-03-27,10135.73,10449.22,10064.5,10187.21,NYA,-0.0331
2020-03-30,10238.13,10455.77,10131.6,10434.75,NYA,0.0243
2020-03-31,10387.73,10499.8,10237.22,10301.87,NYA,-0.0127
2020-04-01,9917.31,10029.0,9766.81,9844.85,NYA,-0.0444
2020-04-02,9815.27,10142.01,9813.51,10062.37,NYA,0.0221
2020-04-03,10012.47,10075.91,9774.24,9880.63,NYA,-0.0181
2020-04-06,10264.13,10560.73,10233.04,10515.24,NYA,0.0642
2020-04-07,10894.2,10912.56,10534.73,10537.04,NYA,0.0021
2020-04-08,10641.51,10939.97,10538.65,10902.59,NYA,0.0347
2020-04-09,11070.32,11272.48,11019.82,11136.61,NYA,0.0215
2020-04-13,11109.0,11109.0,10817.15,10949.53,NYA,-0.0168
2020-04-14,11151.16,11241.23,11064.63,11172.19,NYA,0.0203
2020-04-15,10861.97,10903.06,10760.96,10843.93,NYA,-0.0294
2020-04-16,10882.83,10891.68,10718.13,10818.03,NYA,-0.0024
2020-04-17,11101.32,11231.27,11030.42,11208.29,NYA,0.0361
2020-04-20,11016.88,11181.81,10985.06,11003.88,NYA,-0.0182
2020-04-21,10763.67,10861.79,10667.29,10706.44,NYA,-0.027
2020-04-22,10919.97,10955.5,10844.77,10908.56,NYA,0.0189
2020-04-23,10961.24,11099.0,10905.84,10916.68,NYA,0.0007
2020-04-24,11000.7,11050.01,10868.93,11017.9,NYA,0.0093
2020-04-27,11106.03,11301.31,11086.96,11264.84,NYA,0.0224
2020-04-28,11462.38,11481.31,11272.78,11319.69,NYA,0.0049
2020-04-29,11546.4,11675.3,11513.09,11618.23,NYA,0.0264
2020-04-30,11473.23,11492.91,11326.2,11372.34,NYA,-0.0212
2020-05-01,11158.87,11187.77,11011.46,11058.57,NYA,-0.0276
2020-05-04,10965.77,11061.97,10900.39,11056.28,NYA,-0.0002
2020-05-05,11188.97,11259.19,11124.69,11135.4,NYA,0.0072
2020-05-06,11196.87,11204.53,10999.99,10999.99,NYA,-0.0122
2020-05-07,11140.93,11228.25,11109.56,11121.67,NYA,0.0111
2020-05-08,11281.3,11360.11,11237.52,11354.34,NYA,0.0209
2020-05-11,11244.25,11345.43,11205.4,11281.36,NYA,-0.0064
2020-05-12,11332.42,11343.39,11055.58,11055.58,NYA,-0.02
2020-05-13,11035.23,11038.38,10747.81,10829.44,NYA,-0.0205
2020-05-14,10661.93,10927.85,10551.55,10927.41,NYA,0.009
2020-05-15,10855.93,10968.17,10817.12,10947.32,NYA,0.0018
2020-05-18,11282.89,11454.34,11282.89,11402.23,NYA,0.0416
2020-05-19,11374.23,11409.66,11248.54,11248.97,NYA,-0.0134
2020-05-20,11408.61,11477.33,11384.36,11420.03,NYA,0.0152
2020-05-21,11393.92,11447.26,11287.43,11351.6,NYA,-0.006
2020-05-22,11325.08,11333.65,11247.29,11331.97,NYA,-0.0017
2020-05-26,11636.54,11676.96,11590.31,11603.0,NYA,0.0239
2020-05-27,11787.57,11837.55,11602.43,11837.53,NYA,0.0202
2020-05-28,11935.88,11939.74,11783.22,11804.91,NYA,-0.0028
2020-05-29,11750.97,11817.39,11645.71,11802.94,NYA,-0.0002
2020-06-01,11799.92,11928.81,11781.88,11900.24,NYA,0.0082
2020-06-02,11978.05,12046.41,11945.09,12046.41,NYA,0.0123
2020-06-03,12175.06,12329.29,12175.06,12302.19,NYA,0.0212
2020-06-04,12236.74,12328.51,12202.36,12286.98,NYA,-0.0012
2020-06-05,12640.98,12752.15,12600.7,12641.44,NYA,0.0288
2020-06-08,12734.55,12836.68,12688.56,12836.59,NYA,0.0154
2020-06-09,12635.6,12682.74,12578.54,12619.52,NYA,-0.0169
2020-06-10,12616.63,12628.91,12431.56,12449.22,NYA,-0.0135
2020-06-11,12090.13,12099.18,11636.01,11659.16,NYA,-0.0635
2020-06-12,11999.48,12030.94,11640.59,11867.17,NYA,0.0178
2020-06-15,11565.82,11997.65,11525.36,11942.91,NYA,0.0064
2020-06-16,12304.14,12318.75,11992.98,12161.47,NYA,0.0183
2020-06-17,12193.41,12202.58,12068.22,12086.49,NYA,-0.0062
2020-06-18,11994.46,12110.2,11984.71,12072.59,NYA,-0.0012
2020-06-19,12240.31,12240.31,11946.96,11980.12,NYA,-0.0077
2020-06-22,11963.3,12045.65,11907.22,12028.91,NYA,0.0041
2020-06-23,12157.37,12176.43,12068.09,12077.75,NYA,0.0041
2020-06-24,11956.29,11961.62,11650.91,11726.53,NYA,-0.0291
2020-06-25,11680.39,11866.19,11640.02,11865.11,NYA,0.0118
2020-06-26,11796.41,11814.01,11578.81,11604.43,NYA,-0.022
2020-06-29,11683.07,11777.64,11605.47,11777.08,NYA,0.0149
2020-06-30,11736.75,11934.97,11724.57,11893.78,NYA,0.0099
2020-07-01,11907.83,11982.23,11858.82,11901.55,NYA,0.0007
2020-07-02,12088.7,12138.83,11970.8,11991.52,NYA,0.0076
2020-07-06,12181.29,12218.19,12114.32,12160.01,NYA,0.0141
2020-07-07,12056.21,12107.95,11979.77,11990.14,NYA,-0.014
2020-07-08,12023.57,12095.18,11971.89,12086.4,NYA,0.008
2020-07-09,12089.24,12103.16,11831.04,11928.63,NYA,-0.0131
2020-07-10,11935.3,12079.11,11906.21,12075.58,NYA,0.0123
2020-07-13,12159.75,12242.68,12000.98,12014.66,NYA,-0.005
2020-07-14,11989.41,12215.15,11963.5,12204.21,NYA,0.0158
2020-07-15,12377.65,12419.81,12309.26,12391.32,NYA,0.0153
2020-07-16,12310.18,12381.38,12295.69,12350.11,NYA,-0.0033
2020-07-17,12395.76,12427.49,12339.87,12402.74,NYA,0.0043
2020-07-20,12413.15,12432.77,12352.72,12392.98,NYA,-0.0008
2020-07-21,12492.08,12570.71,12481.97,12508.68,NYA,0.0093
2020-07-22,12485.96,12578.98,12480.73,12569.07,NYA,0.0048
2020-07-23,12567.17,12617.18,12459.06,12510.87,NYA,-0.0046
2020-07-24,12488.68,12522.19,12427.66,12461.78,NYA,-0.0039
2020-07-27,12481.01,12556.56,12444.52,12553.13,NYA,0.0073
2020-07-28,12515.84,12563.45,12482.27,12491.22,NYA,-0.0049
2020-07-29,12533.46,12688.69,12533.47,12669.62,NYA,0.0143
2020-07-30,12491.46,12544.8,12393.8,12533.28,NYA,-0.0108
2020-07-31,12509.33,12509.34,12320.73,12465.05,NYA,-0.0054
2020-01-02,9039.46,9093.43,9010.89,9092.19,NASDAQ,
2020-01-03,8976.43,9065.75,8976.43,9020.77,NASDAQ,-0.0079
2020-01-06,8943.5,9072.41,8943.5,9071.46,NASDAQ,0.0056
2020-01-07,9076.65,9091.93,9042.56,9068.58,NASDAQ,-0.0003
2020-01-08,9068.03,9168.89,9059.38,9129.24,NASDAQ,0.0067
2020-01-09,9202.27,9215.95,9158.5,9203.43,NASDAQ,0.0081
2020-01-10,9232.94,9235.19,9164.66,9178.86,NASDAQ,-0.0027
2020-01-13,9213.72,9274.49,9193.06,9273.93,NASDAQ,0.0104
2020-01-14,9270.61,9298.32,9226.48,9251.33,NASDAQ,-0.0024
2020-01-15,9253.76,9298.82,9231.14,9258.7,NASDAQ,0.0008
2020-01-16,9313.44,9357.92,9301.32,9357.13,NASDAQ,0.0106
2020-01-17,9392.37,9393.48,9346.81,9388.94,NASDAQ,0.0034
2020-01-21,9361.07,9397.58,9350.2,9370.81,NASDAQ,-0.0019
2020-01-22,9413.61,9439.29,9375.13,9383.77,NASDAQ,0.0014
2020-01-23,9377.72,9409.2,9334.13,9402.48,NASDAQ,0.002
2020-01-24,9446.2,9451.43,9273.23,9314.91,NASDAQ,-0.0093
2020-01-27,9092.46,9185.45,9088.04,9139.31,NASDAQ,-0.0189
2020-01-28,9201.82,9288.87,9182.33,9269.68,NASDAQ,0.0143
2020-01-29,9318.26,9329.11,9249.03,9275.16,NASDAQ,0.0006
2020-01-30,9211.15,9303.0,9185.18,9298.93,NASDAQ,0.0026
2020-01-31,9324.33,9324.8,9123.22,9150.94,NASDAQ,-0.0159
2020-02-03,9190.72,9299.85,9188.56,9273.4,NASDAQ,0.0134
2020-02-04,9398.39,9485.38,9374.06,9467.97,NASDAQ,0.021
2020-02-05,9574.1,9574.93,9454.93,9508.68,NASDAQ,0.0043
2020-02-06,9540.98,9575.66,9505.68,9572.15,NASDAQ,0.0067
2020-02-07,9526.64,9570.09,9496.53,9520.51,NASDAQ,-0.0054
2020-02-10,9493.63,9628.66,9493.63,9628.39,NASDAQ,0.0113
2020-02-11,9680.89,9714.74,9617.21,9638.94,NASDAQ,0.0011
2020-02-12,9688.6,9728.77,9666.68,9725.96,NASDAQ,0.009
2020-02-13,9657.04,9748.32,9650.02,9711.97,NASDAQ,-0.0014
2020-02-14,9728.9,9746.36,9693.05,9731.18,NASDAQ,0.002
2020-02-18,9679.04,9747.68,9675.8,9732.74,NASDAQ,0.0002
2020-02-19,9782.81,9838.37,9777.1,9817.18,NASDAQ,0.0087
2020-02-20,9799.2,9820.86,9636.94,9750.96,NASDAQ,-0.0067
2020-02-21,9708.01,9715.94,9542.33,9576.59,NASDAQ,-0.0179
2020-02-24,9188.44,9322.88,9166.01,9221.28,NASDAQ,-0.0371
2020-02-25,9301.2,9315.25,8940.49,8965.61,NASDAQ,-0.0277
2020-02-26,9011.55,9148.32,8927.8,8980.77,NASDAQ,0.0017
2020-02-27,8744.03,8904.11,8562.05,8566.48,NASDAQ,-0.0461
2020-02-28,8269.74,8591.82,8264.16,8567.37,NASDAQ,0.0001
2020-03-02,8667.14,8952.81,8543.35,8952.16,NASDAQ,0.0449
2020-03-03,8965.1,9070.32,8602.9,8684.09,NASDAQ,-0.0299
2020-03-04,8834.1,9019.96,8757.66,9018.09,NASDAQ,0.0385
2020-03-05,8790.09,8921.08,8677.39,8738.6,NASDAQ,-0.031
2020-03-06,8469.01,8612.36,8375.13,8575.62,NASDAQ,-0.0187
2020-03-09,7957.93,8243.31,7943.16,7950.68,NASDAQ,-0.0729
2020-03-10,8219.76,8347.4,7930.43,8344.25,NASDAQ,0.0495
2020-03-11,8136.25,8181.36,7850.94,7952.05,NASDAQ,-0.047
2020-03-12,7398.58,7712.33,7194.67,7201.8,NASDAQ,-0.0943
2020-03-13,7610.39,7875.93,7219.09,7874.88,NASDAQ,0.0935
2020-03-16,7392.73,7422.2,6882.86,6904.59,NASDAQ,-0.1232
2020-03-17,7072.0,7406.23,6828.91,7334.78,NASDAQ,0.0623
2020-03-18,6902.32,7182.83,6686.35,6989.84,NASDAQ,-0.047
2020-03-19,6996.45,7341.38,6858.38,7150.58,NASDAQ,0.023
2020-03-20,7248.07,7354.44,6854.67,6879.52,NASDAQ,-0.0379
2020-03-23,6847.28,6984.94,6631.42,6860.67,NASDAQ,-0.0027
2020-03-24,7196.15,7418.38,7169.86,7417.86,NASDAQ,0.0812
2020-03-25,7421.36,7671.21,7276.4,7384.3,NASDAQ,-0.0045
2020-03-26,7462.21,7809.82,7462.21,7797.54,NASDAQ,0.056
2020-03-27,7554.25,7716.24,7491.14,7502.38,NASDAQ,-0.0379
2020-03-30,7583.46,7784.35,7539.97,7774.15,NASDAQ,0.0362
2020-03-31,7740.06,7880.31,7642.86,7700.1,NASDAQ,-0.0095
2020-04-01,7459.5,7566.37,7301.98,7360.58,NASDAQ,-0.0441
2020-04-02,7317.45,7501.7,7307.94,7487.31,NASDAQ,0.0172
2020-04-03,7477.27,7518.72,7288.11,7373.08,NASDAQ,-0.0153
2020-04-06,7660.17,7938.33,7617.78,7913.24,NASDAQ,0.0733
2020-04-07,8129.99,8146.43,7881.22,7887.26,NASDAQ,-0.0033
2020-04-08,7975.72,8114.43,7901.94,8090.9,NASDAQ,0.0258
2020-04-09,8169.01,8227.91,8072.32,8153.58,NASDAQ,0.0077
2020-04-13,8127.69,8200.44,8035.94,8192.42,NASDAQ,0.0048
2020-04-14,8353.21,8531.11,8338.09,8515.74,NASDAQ,0.0395
2020-04-15,8355.96,8464.66,8308.79,8393.18,NASDAQ,-0.0144
2020-04-16,8479.11,8560.16,8393.27,8532.36,NASDAQ,0.0166
2020-04-17,8667.48,8670.31,8531.69,8650.14,NASDAQ,0.0138
2020-04-20,8553.38,8684.91,8553.38,8560.73,NASDAQ,-0.0103
2020-04-21,8460.69,8480.29,8215.69,8263.23,NASDAQ,-0.0348
2020-04-22,8434.55,8537.31,8404.54,8495.38,NASDAQ,0.0281
2020-04-23,8528.84,8635.22,8475.2,8494.75,NASDAQ,-0.0001
2020-04-24,8530.08,8642.93,8464.43,8634.52,NASDAQ,0.0165
2020-04-27,8717.98,8754.57,8697.37,8730.16,NASDAQ,0.0111
2020-04-28,8825.68,8830.57,8600.7,8607.73,NASDAQ,-0.014
2020-04-29,8802.7,8957.27,8765.01,8914.71,NASDAQ,0.0357
