Date,Open,High,Low,Close,Ticker,Pct_Change_Close
2020-04-30,8911.01,8926.1,8825.84,8889.55,NASDAQ,-0.0028
2020-05-01,8681.29,8754.46,8566.84,8604.95,NASDAQ,-0.032
2020-05-04,8555.32,8715.82,8537.83,8710.71,NASDAQ,0.0123
2020-05-05,8809.66,8909.97,8781.31,8809.12,NASDAQ,0.0113
2020-05-06,8874.7,8933.25,8819.37,8854.39,NASDAQ,0.0051
2020-05-07,8973.78,9015.99,8932.85,8979.66,NASDAQ,0.0141
2020-05-08,9056.89,9125.98,9018.21,9121.32,NASDAQ,0.0158
2020-05-11,9054.91,9241.92,9053.18,9192.34,NASDAQ,0.0078
2020-05-12,9225.15,9250.96,9000.07,9002.55,NASDAQ,-0.0206
2020-05-13,9006.05,9074.16,8752.68,8863.17,NASDAQ,-0.0155
2020-05-14,8788.04,8945.72,8705.25,8943.72,NASDAQ,0.0091
2020-05-15,8839.99,9018.4,8821.38,9014.56,NASDAQ,0.0079
2020-05-18,9177.15,9267.22,9154.35,9234.83,NASDAQ,0.0244
2020-05-19,9227.46,9317.25,9183.25,9185.1,NASDAQ,-0.0054
2020-05-20,9305.62,9392.82,9304.2,9375.78,NASDAQ,0.0208
2020-05-21,9375.19,9405.25,9254.85,9284.88,NASDAQ,-0.0097
2020-05-22,9278.55,9328.28,9239.41,9324.59,NASDAQ,0.0043
2020-05-26,9501.21,9501.21,9333.16,9340.22,NASDAQ,0.0017
2020-05-27,9346.12,9414.62,9144.28,9412.36,NASDAQ,0.0077
2020-05-28,9392.99,9523.65,9345.28,9368.99,NASDAQ,-0.0046
2020-05-29,9382.35,9505.55,9324.73,9489.87,NASDAQ,0.0129
2020-06-01,9471.42,9571.28,9462.32,9552.05,NASDAQ,0.0066
2020-06-02,9566.53,9611.22,9472.09,9608.37,NASDAQ,0.0059
2020-06-03,9651.86,9707.78,9627.18,9682.91,NASDAQ,0.0078
2020-06-04,9649.65,9716.14,9560.41,9615.81,NASDAQ,-0.0069
2020-06-05,9703.54,9845.69,9685.35,9814.08,NASDAQ,0.0206
2020-06-08,9823.44,9927.13,9780.61,9924.74,NASDAQ,0.0113
2020-06-09,9867.19,10002.5,9863.27,9953.75,NASDAQ,0.0029
2020-06-10,10012.32,10086.89,9962.58,10020.35,NASDAQ,0.0067
2020-06-11,9791.24,9868.08,9491.31,9492.73,NASDAQ,-0.0527
2020-06-12,9715.87,9768.64,9413.63,9588.81,NASDAQ,0.0101
2020-06-15,9426.9,9756.07,9403.0,9726.02,NASDAQ,0.0143
2020-06-16,9949.78,9963.63,9748.38,9895.87,NASDAQ,0.0175
2020-06-17,9943.31,9991.21,9891.81,9910.53,NASDAQ,0.0015
2020-06-18,9892.48,9959.2,9885.66,9943.05,NASDAQ,0.0033
2020-06-19,10042.13,10053.91,9872.94,9946.12,NASDAQ,0.0003
2020-06-22,9945.49,10059.6,9916.6,10056.47,NASDAQ,0.0111
2020-06-23,10130.83,10221.85,10112.44,10131.37,NASDAQ,0.0074
2020-06-24,10092.92,10137.5,9842.22,9909.17,NASDAQ,-0.0219
2020-06-25,9899.36,10023.28,9810.47,10017.0,NASDAQ,0.0109
2020-06-26,9995.12,10000.67,9749.07,9757.22,NASDAQ,-0.0259
2020-06-29,9771.72,9877.34,9663.61,9874.15,NASDAQ,0.012
2020-06-30,9875.28,10085.59,9863.67,10058.77,NASDAQ,0.0187
2020-07-01,10063.67,10197.19,10048.04,10154.63,NASDAQ,0.0095
2020-07-02,10268.67,10310.36,10194.06,10207.63,NASDAQ,0.0052
2020-07-06,10360.38,10462.05,10354.98,10433.65,NASDAQ,0.0221
2020-07-07,10412.46,10518.98,10337.98,10343.89,NASDAQ,-0.0086
2020-07-08,10409.35,10494.63,10350.96,10492.5,NASDAQ,0.0144
2020-07-09,10563.72,10578.1,10379.91,10547.75,NASDAQ,0.0053
2020-07-10,10545.91,10622.35,10447.01,10617.44,NASDAQ,0.0066
2020-07-13,10729.92,10824.78,10368.04,10390.84,NASDAQ,-0.0213
2020-07-14,10310.25,10497.84,10182.46,10488.58,NASDAQ,0.0094
2020-07-15,10576.72,10604.67,10420.54,10550.49,NASDAQ,0.0059
2020-07-16,10443.87,10499.79,10364.4,10473.83,NASDAQ,-0.0073
2020-07-17,10500.52,10532.62,10421.21,10503.19,NASDAQ,0.0028
2020-07-20,10526.02,10783.8,10488.04,10767.09,NASDAQ,0.0251
2020-07-21,10837.88,10839.93,10650.47,10680.36,NASDAQ,-0.0081
2020-07-22,10687.58,10745.32,10627.45,10706.13,NASDAQ,0.0024
2020-07-23,10689.5,10728.12,10407.88,10461.42,NASDAQ,-0.0229
2020-07-24,10294.41,10418.75,10217.31,10363.18,NASDAQ,-0.0094
2020-07-27,10421.7,10546.43,10399.86,10536.27,NASDAQ,0.0167
2020-07-28,10509.2,10523.64,10397.88,10402.09,NASDAQ,-0.0127
2020-07-29,10474.7,10567.91,10464.0,10542.94,NASDAQ,0.0135
2020-07-30,10450.12,10609.59,10412.09,10587.81,NASDAQ,0.0043
2020-07-31,10741.47,10747.81,10557.7,10745.27,NASDAQ,0.0149
2020-05-04,23581.55,23769.56,23361.16,23749.76,DJIA,
2020-05-05,23958.88,24169.72,23868.91,23883.09,DJIA,0.0056
2020-05-06,23978.88,24054.59,23661.14,23664.64,DJIA,-0.0091
2020-05-07,23837.21,24094.62,23834.39,23875.89,DJIA,0.0089
2020-05-08,24107.82,24349.9,24107.05,24331.32,DJIA,0.0191
2020-05-11,24256.45,24366.21,24070.22,24221.99,DJIA,-0.0045
2020-05-12,24292.84,24382.09,23761.58,23764.78,DJIA,-0.0189
2020-05-13,23702.16,23708.9,23067.64,23247.97,DJIA,-0.0217
2020-05-14,23049.06,23630.86,22789.62,23625.34,DJIA,0.0162
2020-05-15,23454.83,23730.08,23354.15,23685.42,DJIA,0.0025
2020-05-18,24059.98,24708.54,24059.98,24597.37,DJIA,0.0385
2020-05-19,24577.48,24599.5,24202.96,24206.86,DJIA,-0.0159
2020-05-20,24455.94,24649.48,24455.94,24575.9,DJIA,0.0152
2020-05-21,24564.27,24718.46,24370.88,24474.12,DJIA,-0.0041
2020-05-22,24461.98,24481.64,24294.07,24465.16,DJIA,-0.0004
2020-05-26,24781.84,25176.42,24781.84,24995.11,DJIA,0.0217
2020-05-27,25298.63,25551.56,25009.87,25548.27,DJIA,0.0221
2020-05-28,25697.36,25758.79,25358.73,25400.64,DJIA,-0.0058
2020-05-29,25324.15,25482.8,25031.67,25383.11,DJIA,-0.0007
2020-06-01,25342.99,25508.83,25220.66,25475.02,DJIA,0.0036
2020-06-02,25582.52,25743.13,25523.74,25742.65,DJIA,0.0105
2020-06-03,25906.88,26337.75,25906.88,26269.89,DJIA,0.0205
2020-06-04,26226.49,26384.1,26082.31,26281.82,DJIA,0.0005
2020-06-05,26836.8,27338.3,26836.8,27110.98,DJIA,0.0315
2020-06-08,27232.93,27580.21,27232.48,27572.44,DJIA,0.017
2020-06-09,27447.37,27447.37,27151.06,27272.3,DJIA,-0.0109
2020-06-10,27251.89,27355.22,26938.05,26989.99,DJIA,-0.0104
2020-06-11,26282.51,26294.08,25082.72,25128.17,DJIA,-0.069
2020-06-12,25659.42,25965.55,25078.41,25605.54,DJIA,0.019
2020-06-15,25270.39,25891.58,24843.18,25763.16,DJIA,0.0062
2020-06-16,26326.68,26611.03,25811.7,26289.98,DJIA,0.0204
2020-06-17,26330.52,26400.07,26068.41,26119.61,DJIA,-0.0065
2020-06-18,26016.45,26154.2,25848.53,26080.1,DJIA,-0.0015
2020-06-19,26213.1,26451.44,25759.66,25871.46,DJIA,-0.008
2020-06-22,25865.08,26059.81,25667.68,26024.96,DJIA,0.0059
2020-06-23,26159.39,26314.97,26105.97,26156.1,DJIA,0.005
2020-06-24,25992.96,25992.96,25296.73,25445.94,DJIA,-0.0272
2020-06-25,25365.22,25769.61,25209.79,25745.6,DJIA,0.0118
2020-06-26,25641.69,25641.69,24971.03,25015.55,DJIA,-0.0284
2020-06-29,25152.45,25601.15,25096.16,25595.8,DJIA,0.0232
2020-06-30,25512.43,25905.38,25475.14,25812.88,DJIA,0.0085
2020-07-01,25879.38,26019.31,25713.61,25734.97,DJIA,-0.003
2020-07-02,25936.45,26204.41,25778.12,25827.36,DJIA,0.0036
2020-07-06,25996.08,26297.53,25996.08,26287.03,DJIA,0.0178
2020-07-07,26172.01,26174.93,25866.58,25890.18,DJIA,-0.0151
2020-07-08,25950.06,26109.49,25816.25,26067.28,DJIA,0.0068
2020-07-09,26094.92,26103.28,25523.51,25706.09,DJIA,-0.0139
2020-07-10,25690.35,26101.32,25637.5,26075.3,DJIA,0.0144
2020-07-13,26225.07,26639.09,26044.23,26085.8,DJIA,0.0004
2020-07-14,26044.17,26690.52,25994.98,26642.59,DJIA,0.0213
2020-07-15,27009.81,27071.33,26692.48,26870.1,DJIA,0.0085
2020-07-16,26746.57,26879.16,26590.01,26734.71,DJIA,-0.005
2020-07-17,26774.62,26808.43,26619.88,26671.95,DJIA,-0.0023
2020-07-20,26660.29,26765.02,26504.2,26680.87,DJIA,0.0003
2020-07-21,26833.14,27025.38,26766.22,26840.4,DJIA,0.006
2020-07-22,26824.56,27035.24,26794.19,27005.84,DJIA,0.0062
2020-07-23,26955.97,26973.85,26560.04,26652.33,DJIA,-0.0131
2020-07-24,26533.41,26625.7,26402.86,26469.89,DJIA,-0.0068
2020-07-27,26447.67,26625.46,26426.92,26584.77,DJIA,0.0043
2020-07-28,26529.45,26556.84,26361.71,26379.28,DJIA,-0.0077
2020-07-29,26388.44,26602.45,26375.39,26539.57,DJIA,0.0061
2020-07-30,26367.42,26374.93,25992.28,26313.65,DJIA,-0.0085
2020-07-31,26409.33,26440.02,26013.59,26428.32,DJIA,0.0044
